"Player";"Match";"Position";"Minutes Played";"Distance P90";"Running Distance P90";"HSR Distance P90";"Sprinting Distance P90";"HI Distance P90";"Count HSR P90";"Count Sprint P90";"Count HI P90";"Count Medium Acceleration P90";"Count High Acceleration P90";"Count Medium Deceleration P90";"Count High Deceleration P90";"PSV-99"
"Johan Johanessen Bakke";"Molde FK v Strømsgodset IF";"RM";"66.87";"11349.9";"1962.3";"978.5";"524.9";"1503.4";"80.8";"26.9";"107.7";"121.1";"14.8";"102.3";"20.2";"29.20"
"Johan Johanessen Bakke";"Hamarkameratene Fotball v Molde FK";"LM";"33.37";"12047.6";"2508.2";"1383.6";"474.7";"1858.3";"91.7";"35.1";"126.8";"121.4";"16.2";"94.4";"18.9";"29.20"
